StoreNumber,City,State,District,Latitude,Longitude
7256,Plainfield,IN,9934,39.713327,-86.367445
7257,Charleston,SC,10243,32.822893,-80.079436
7258,Graham,TX,9840,33.083598,-98.581885
7259,Moncks Corner,SC,10243,33.2085,-79.984871
7260,Walterboro,SC,10243,32.932734,-80.690795
7261,Raymondville,TX,9338,26.452749,-97.781619
7262,Owens Cross Roads,AL,9237,34.65949,-86.48573
7263,Wilson,NC,10241,35.733776,-77.95145
7264,Cordova,TN,10143,35.139954,-89.796267
7265,Chickasha,OK,10439,35.029968,-97.933022
7266,Burlington,NC,10238,36.092915,-79.405529
7268,Piqua,OH,9937,40.151148,-84.208321
7269,Azle,TX,9840,32.901128,-97.545981
7271,Lexington,NC,10242,35.794978,-80.261528
7273,Travelers Rest,SC,10643,34.961624,-82.432967
7274,Demopolis,AL,9433,32.494038,-87.852135
7275,Urbana,IL,9944,40.110819,-88.161958
7276,Jefferson City,TN,9132,36.127165,-83.469209
7277,Pikeville,KY,9137,37.505867,-82.538508
7279,Hendersonville,TN,9134,36.3207,-86.5957
7280,Lenoir City,TN,9135,35.821659,-84.26694
7281,Clermont,FL,9531,28.528166,-81.731398
7282,Winter Haven,FL,9536,27.977862,-81.646446
7283,Carrollton,GA,10631,33.543828,-85.074458
7284,Dallas,GA,10632,33.933407,-84.733253
7285,Eastanollee,GA,10643,34.548509,-83.280851
7287,Marion,IA,9945,42.035088,-91.551257
7289,Lake St. Louis,MO,10141,38.773633,-90.783844
7290,Greenwood,MS,10142,33.528806,-90.219966
7291,Indianola,MS,10142,33.457904,-90.663407
7292,Amelia,OH,9940,39.01771,-84.198531
7293,Mansfield,OH,9933,40.692604,-82.510821
7294,Madison,OH,9933,41.802568,-81.071449
7295,Humboldt,TN,9139,35.841491,-88.914476
7296,Milan,TN,9139,35.876647,-88.745719
7300,South Bend,IN,9939,41.726664,-86.290769
7301,Lafayette,TN,9135,36.519469,-86.036841
7305,Greenwood,IN,9934,39.633261,-86.081888
7306,Muncie,IN,9935,40.15954,-85.369475
7307,Portland,IN,9935,40.43978,-84.991608
7309,Marysville,OH,9933,40.230904,-83.342918
7310,Springfield,OH,9937,39.922618,-83.745454
7311,Tiffin,OH,9941,41.111277,-83.223646
7312,Crawfordsville,IN,9935,40.011995,-86.905448
7314,New Albany,MS,9232,34.494401,-89.031775
7315,Belmont,NC,10239,35.253656,-81.033994
7316,Jamestown,TN,9135,36.426837,-84.923776
7317,Warner Robins,GA,10636,32.593008,-83.613276
7318,Brownsville,TN,10143,35.586899,-89.240534
7319,Plaquemine,LA,9436,30.262741,-91.2528
7320,Cassville,MO,10139,36.676239,-93.887728
7321,Oklahoma City,OK,10434,35.493583,-97.368593
7322,Palmetto,FL,9539,27.521765,-82.559876
7323,Cedartown,GA,9235,34.045931,-85.236856
7324,Oakdale,LA,9434,30.79255,-92.676389
7326,Desoto,TX,9833,32.590412,-96.879508
7328,North Port,FL,9535,27.03664,-82.217689
7329,Gibsonton,FL,9539,27.849181,-82.355056
7330,Alma,AR,10133,35.480966,-94.230522
7331,Camden,TN,9139,36.086637,-88.108916
7332,Unicoi,TN,9137,36.186758,-82.374318
7333,Fort Worth,TX,9840,32.764353,-97.481726
7334,Liberty,TX,9333,30.075188,-94.77287
7335,Magnolia,TX,9332,30.190964,-95.59041
7336,Jacksonville,FL,9533,30.282001,-81.630086
7338,Crawfordville,FL,9234,30.216131,-84.362429
7339,Montgomery,AL,9240,32.371544,-86.270221
7341,Lawrenceburg,KY,9141,38.035464,-84.911415
7342,Amite,LA,9439,30.727045,-90.52856
7343,Eunice,LA,9434,30.494652,-92.447464
7344,Marshfield,MO,10132,37.339748,-92.939199
7345,Pontotoc,MS,9232,34.285067,-89.023863
7346,Greensboro,NC,10238,36.111098,-79.755883
7347,Findlay,OH,9941,41.057676,-83.673197
7349,Purcell,OK,10439,34.986378,-97.368778
7350,Balch Springs,TX,9842,32.733592,-96.616052
7352,Decatur,IN,9935,40.809959,-84.939477
7354,St. Johns,MI,9936,42.977558,-84.540397
7357,Hondo,TX,10737,29.345371,-99.127733
7358,League City,TX,9331,29.468389,-95.087795
7360,Port Charlotte,FL,9535,27.023885,-82.046022
7361,Holly Hill,FL,9532,29.248343,-81.068143
7363,Sheridan,AR,10135,34.290117,-92.398155
7364,Fort Gratiot,MI,9936,43.048337,-82.457905
7365,Brownsville,TX,9342,25.922889,-97.479059
7366,Martin,TN,9139,36.353211,-88.883741
7368,Laredo,TX,9342,27.452044,-99.476792
7369,Oak Grove,LA,9431,32.854599,-91.393238
7370,Mocksville,NC,10238,35.926762,-80.591778
7371,Oberlin,OH,9941,41.265966,-82.220659
7378,San Angelo,TX,10731,31.485946,-100.461128
7379,Tyler,TX,9832,32.295928,-95.260927
7380,Fairfield,AL,9238,33.465638,-86.913597
7381,Fort Wayne,IN,9939,41.015782,-85.119871
7382,Childress,TX,10733,34.436554,-100.233143
7383,Quinlan,TX,9831,32.909888,-96.126828
7384,Forest,MS,9433,32.339362,-89.484379
7385,Wadesboro,NC,10232,34.979787,-80.102138
7387,Clio,MI,9936,43.176158,-83.774793
7388,Cleveland,MS,10142,33.756416,-90.714803
7389,Stockbridge,GA,10631,33.505418,-84.234763
7390,Beeville,TX,9341,28.423488,-97.754611
7391,Longview,TX,9841,32.43792,-94.715886
7392,Lexington,KY,9141,38.036905,-84.423976
7393,McAllen,TX,9339,26.241442,-98.243953
7394,Andalusia,AL,9241,31.320231,-86.444416
7395,Buda,TX,10741,30.088089,-97.82335
7396,Covington,TN,10143,35.544231,-89.66448
7397,Xenia,OH,9937,39.689706,-83.966798
7398,Tulsa,OK,10440,36.003158,-95.888443
7399,Bloomington,IN,9934,39.143556,-86.579028
7400,Edinburg,TX,9339,26.266436,-98.202302
7401,Lafayette,IN,9935,40.365824,-86.857483
7402,Springhill,LA,9438,32.984547,-93.459998
7403,Bastrop,LA,9431,32.773772,-91.869622
7405,Vidalia,LA,9431,31.57562,-91.462497
7406,Middleburg,FL,9533,30.106597,-81.831519
7407,Buford,GA,10632,34.078376,-83.919325
7408,McKinney,TX,9835,33.217949,-96.734597
7409,Navarre,FL,9231,30.41017,-86.830819
7411,Macclenny,FL,9533,30.264833,-82.10865
7413,College Park,GA,10631,33.587362,-84.469748
7414,Paris,KY,9141,38.198467,-84.276085
7415,Mathews,LA,9432,29.692745,-90.552145
7416,Washington,MO,10141,38.540499,-90.992536
7417,Elizabeth City,NC,10231,36.293762,-76.298428
7418,Fayetteville,NC,10234,35.123389,-78.880192
7419,Leland,NC,10235,34.212363,-78.022178
7420,Winston-Salem,NC,10238,36.029228,-80.262458
7422,Manning,SC,10243,33.698935,-80.227622
7423,Ooltewah,TN,9133,35.082536,-85.064201
7424,Dunlap,TN,9135,35.384819,-85.380735
7425,Johnson City,TN,9137,36.309311,-82.406544
7426,Bay City,TX,9335,28.985952,-95.93416
7427,Lubbock,TX,10735,33.519114,-101.955692
7429,Franklin,OH,9940,39.564195,-84.279313
7430,South Bend,IN,9939,41.627723,-86.256362
7432,Whitehall,OH,9937,39.955746,-82.902274
7434,Midlothian,TX,9833,32.483076,-97.006132
7436,Pflugerville,TX,10734,30.451914,-97.605873
7437,Plano,TX,9835,33.087638,-96.749377
7438,Mount Olive,NC,10241,35.212412,-78.070675
7440,Pauls Valley,OK,10439,34.73856,-97.249409
7442,Oswego,IL,9931,41.704956,-88.305087
7443,Grand Haven,MI,9932,43.036535,-86.219072
7444,Wimauma,FL,9539,27.713288,-82.333635
7445,Naples,FL,9535,26.055639,-81.699007
7446,Aurora,MO,10139,36.946171,-93.71809
7447,Fort Smith,AR,10133,35.400766,-94.365111
7448,Columbus,GA,10636,32.536381,-84.877057
7449,Carthage,TN,9135,36.244353,-85.940513
7450,Maryville,TN,9135,35.716047,-84.015201
7451,Fort Wayne,IN,9939,41.177132,-85.166589
7452,Meridian,MS,9433,32.384792,-88.750422
7453,Richmond,TX,9335,29.688822,-95.773393
7454,Lebanon,KY,9142,37.554955,-85.285248
7455,West Point,MS,9433,33.585572,-88.659791
7456,Punta Gorda,FL,9535,26.894489,-82.012217
7459,Cheraw,SC,10232,34.699476,-79.93229
7460,Columbia,SC,10640,34.03081,-81.108542
7461,Wichita Falls,TX,9840,33.851005,-98.49947
7462,San Antonio,TX,10737,29.433862,-98.716559
7463,Broussard,LA,9437,30.142097,-91.943836
7464,Cherryville,NC,10239,35.398825,-81.340511
7465,Sherwood,AR,10136,34.840106,-92.234951
7466,Maumelle,AR,10136,34.829724,-92.392429
7467,Humble,TX,9333,29.937144,-95.25027
7468,Dublin,GA,10636,32.549246,-82.970048
7469,Alexandria,LA,9431,31.294688,-92.513284
7470,Union,SC,10638,34.729092,-81.640869
7471,Boonville,MO,10132,38.9519,-92.74168
7472,Wallace,NC,10241,34.740818,-77.970339
7473,Camden,AR,10135,33.569048,-92.837369
7474,Irmo,SC,10638,34.125353,-81.22059
7475,Hudson,FL,9537,28.341638,-82.698485
7477,Laurens,SC,10643,34.491879,-81.98079
7478,Eufaula,AL,9240,31.844356,-85.168232
7479,Lynn Haven,FL,9234,30.226528,-85.648727
7480,Bedford,VA,10233,37.324271,-79.497307
7482,Shreveport,LA,9438,32.485133,-93.707486
7483,Dodge City,KS,10137,37.76848,-100.03342
7484,Hutchinson,KS,10137,38.070819,-97.894267
7485,Columbus,NE,9938,41.440298,-97.319039
7486,Leavenworth,KS,10137,39.267295,-94.929221
7487,Fremont,NE,9938,41.451971,-96.458536
7488,Katy,TX,9334,29.859092,-95.719064
7489,Spring,TX,9332,30.125928,-95.458857
7491,Broomfield,CO,10436,39.914771,-105.046714
7492,Thornton,CO,10436,39.929181,-104.907325
7493,Floresville,TX,10740,29.164223,-98.178945
7494,Timnath,CO,10433,40.523805,-104.988779
7495,Locust Grove,GA,10636,33.354658,-84.119238
7496,Clinton,NC,10241,34.991166,-78.352468
7497,Osprey,FL,9539,27.194188,-82.488982
7498,Conover,NC,10242,35.724911,-81.210637
7499,Socorro,TX,10736,31.653688,-106.289408
7500,High Point,NC,10238,35.994998,-80.031145
7501,Montgomery,AL,9240,32.357242,-86.133924
7502,Millbrook,AL,9240,32.495167,-86.400982
7503,Guthrie,OK,10434,35.861961,-97.424347
7504,Carthage,TX,9832,32.167385,-94.367876
7505,Bainbridge,GA,9241,30.889585,-84.568494
7506,Fairhope,AL,9242,30.522609,-87.85165
7507,Springville,AL,9239,33.778424,-86.431314
7508,Denham Springs,LA,9439,30.561884,-90.95637
7509,Breaux Bridge,LA,9437,30.291282,-91.912258
7511,Kankakee,IL,9931,41.078507,-87.861447
7512,Elkhart,IN,9939,41.688065,-86.059712
7513,Cortland,OH,9933,41.275339,-80.774434
7514,Missouri City,TX,9335,29.535529,-95.520012
7515,Kent,OH,9933,41.099135,-81.384082
7516,El Paso,TX,10736,31.805424,-106.260344
7517,Cleveland,OK,10438,36.299196,-96.463603
7518,White House,TN,9134,36.472006,-86.676029
7519,College Station,TX,9332,30.598809,-96.301758
7520,El Dorado,AR,10135,33.240593,-92.666164
7521,Appomattox,VA,10233,37.366353,-78.838755
7522,Kenedy,TX,9341,28.832539,-97.865247
7523,Lockhart,TX,10741,29.856021,-97.667667
7524,Blue Ridge,GA,9235,34.87711,-84.322919
7525,Rochelle,IL,9931,41.935246,-89.051077
7526,Johnsburg,IL,9943,42.368334,-88.268859
7527,Montgomery,IL,9931,41.722108,-88.371653
7528,Palm Springs,FL,9534,26.628937,-80.08445
7529,Houston,TX,9336,29.787305,-95.46644
7530,Chesapeake,VA,10240,36.654564,-76.232031
7531,Jacksonville,IL,9944,39.72241,-90.270827
7532,Valparaiso,IN,9939,41.456238,-87.031489
7533,Louisville,KY,9940,38.173816,-85.871551
7534,Leesville,LA,9434,31.118962,-93.271864
7535,Baton Rouge,LA,9439,30.437045,-91.007114
7537,Farmerville,LA,9431,32.77225,-92.393844
7538,Lenoir,NC,10642,35.928065,-81.527659
7539,McComb,MS,9440,31.262156,-90.47213
7540,Dardanelle,AR,10133,35.218637,-93.164831
7542,Bessemer,AL,9238,33.36266,-87.000223
7544,Port Orange,FL,9532,29.116741,-81.021809
7545,Chelsea,AL,9238,33.349517,-86.618415
7547,Livingston,TX,9332,30.71438,-94.955217
7548,Lithia Springs,GA,10632,33.773567,-84.602588
7552,Alexandria,LA,9431,31.277797,-92.453832
7553,Buford,GA,10632,34.087684,-83.99126
7554,Marietta,GA,10632,33.908723,-84.490775
7555,Leeds,AL,9239,33.562343,-86.520677
7556,Montgomery,AL,9240,32.327816,-86.23284
7558,Cut Off,LA,9432,29.469635,-90.322892
7559,Kansas City,MO,10137,39.241941,-94.460976
7560,Hampton,VA,10240,37.041459,-76.381145
7561,Broken Arrow,OK,10440,36.065276,-95.743271
7564,Orange Park,FL,9533,30.139044,-81.7711
7565,Flowood,MS,9440,32.352447,-90.023169
7566,Oxford,MS,10142,34.361693,-89.564203
7567,Bastrop,TX,10741,30.104093,-97.333629
7568,D'Iberville,MS,9435,30.458301,-88.894584
7569,Henderson,KY,9143,37.858867,-87.566563
7571,Moulton,AL,9232,34.495592,-87.279142
7572,Covington,GA,10639,33.576318,-83.961946
7573,Holly Springs,MS,10142,34.745586,-89.457948
7574,Greenville,TX,9831,33.092832,-96.108572
7575,Porter,TX,9336,30.105619,-95.234824
7576,Louisville,KY,9142,38.127571,-85.778859
7578,Danville,KY,9142,37.616054,-84.773331
7579,Woodstock,IL,9931,42.297818,-88.425326
7580,Shorewood,IL,9931,41.548174,-88.201503
7581,Round Lake Beach,IL,9943,42.396623,-88.065885
7582,Chattanooga,TN,9133,35.092814,-85.331034
7583,Lawrenceburg,TN,9138,35.274009,-87.316969
7584,Highland Village,TX,9839,33.074609,-97.079305
7585,Harrisburg,IL,9143,37.729564,-88.535136
7586,Stephenville,TX,10731,32.205335,-98.238174
7587,Chattanooga,TN,9133,35.017661,-85.375831
7588,Bedford,TX,9839,32.864275,-97.103859
7589,Houston,TX,9336,29.828697,-95.377785
7590,Port Isabel,TX,9342,26.070548,-97.223037
7591,Union City,TN,9139,36.414362,-89.078208
7592,Monroe,MI,9936,41.953746,-83.396784
7593,Zion,IL,9943,42.464927,-87.866901
7596,Miami Gardens,FL,9540,25.936672,-80.205203
7597,Tyler,TX,9832,32.274841,-95.308186
7598,Kansas City,MO,10137,39.044994,-94.44116
7600,Crystal Lake,IL,9943,42.210558,-88.284803
7601,Charlotte,MI,9932,42.581707,-84.803792
7602,Gaylord,MI,9932,45.024014,-84.691533
7603,London,KY,9132,37.112137,-84.092161
7604,Suffolk,VA,10240,36.881317,-76.429596
7605,St Robert,MO,10132,37.824959,-92.154843
7606,La Grange,KY,9940,38.395994,-85.3745
7608,New Lenox,IL,9943,41.513534,-87.957273
7610,Indian Trail,NC,10239,35.078321,-80.652459
7611,Havelock,NC,10231,34.913867,-76.938677
7613,Apex,NC,10236,35.714446,-78.845212
7616,Charlotte,NC,10239,35.225281,-80.891998
7617,Central City,KY,9134,37.27287,-87.143414
7618,Myrtle Beach,SC,10235,33.704493,-78.911736
7620,Michigan City,IN,9939,41.666376,-86.890441
7621,Seymour,IN,9940,38.957315,-85.864809
7622,Garland,TX,9842,32.8405,-96.598015
7625,Waco,TX,10739,31.522244,-97.167177
7626,Rocky Mount,VA,10233,37.014812,-79.864988
7627,Corpus Christi,TX,9341,27.85394,-97.631266
7628,Corpus Christi,TX,9341,27.739746,-97.438911
7630,Rio Grande City,TX,9339,26.367368,-98.794607
7631,Dry Ridge,KY,9141,38.680539,-84.596313
7632,Gloucester,VA,10240,37.399131,-76.526937
7633,Roanoke,VA,10233,37.323886,-79.871849
7634,Winchester,VA,10240,39.158143,-78.171249
7635,Batesville,AR,10134,35.764737,-91.613144
7636,Farmville,VA,10233,37.27763,-78.399655
7638,Austin,TX,10734,30.468783,-97.789847
7639,Augusta,GA,10634,33.468537,-82.070195
7640,Donna,TX,9338,26.181504,-98.040333
7641,Plano,TX,9835,33.055451,-96.695985
7642,Cleveland,GA,10632,34.576877,-83.760085
7643,Chester,VA,10240,37.352224,-77.482676
7644,Horizon City,TX,10736,31.680327,-106.199027
7645,Culpeper,VA,10240,38.482412,-77.973365
7646,Kingsville,TX,9338,27.490957,-97.854213
7647,Weslaco,TX,9338,26.174089,-97.989734
7648,Shreveport,LA,9438,32.448809,-93.867115
7649,Pleasanton,TX,10740,28.939631,-98.512791
7650,Eagle Pass,TX,10737,28.701211,-100.482877
7651,Brownwood,TX,10731,31.728949,-98.983192
7652,Boerne,TX,10740,29.77765,-98.726265
7653,Lufkin,TX,9832,31.299555,-94.729093
7654,Lancaster,TX,9833,32.592998,-96.821665
7655,Elsa,TX,9338,26.286697,-97.992701
7656,Devine,TX,10737,29.132849,-98.895983
7657,Brownsville,TX,9342,25.950885,-97.480216
7658,Baytown,TX,9333,29.818761,-94.898203
7659,Greenville,MI,9932,43.177687,-85.290899
7660,Blairsville,GA,9235,34.862289,-83.999441
7661,Knoxville,TN,9132,36.006237,-84.025092
7662,Weatherford,TX,9840,32.733051,-97.793505
7663,La Grange,TX,10741,29.902513,-96.905036
7666,Cedar Park,TX,10734,30.53413,-97.787888
7667,Dallas,TX,9833,32.647619,-96.944044
7669,Orlando,FL,9536,28.475904,-81.397149
7670,Bradenton,FL,9539,27.438868,-82.457881
7671,Katy,TX,9334,29.782434,-95.802479
7672,Odessa,TX,10732,31.854273,-102.410891
7673,Arlington,TX,9833,32.645348,-97.116172
7674,Cedar Hill,TX,9833,32.600498,-96.945426
7675,La Porte,TX,9331,29.665264,-95.098877
7676,Houston,TX,9331,29.630502,-95.23461
7677,Hudson Oaks,TX,9840,32.754986,-97.711379
7678,Lubbock,TX,10735,33.591899,-101.857376
7679,Marshall,TX,9841,32.5577,-94.350533
7680,Mesquite,TX,9842,32.787475,-96.597866
7681,Palestine,TX,9832,31.73467,-95.616171
7682,Pasadena,TX,9331,29.64928,-95.16162
7683,Pearland,TX,9331,29.54683,-95.233247
7684,Prairieville,LA,9436,30.331706,-90.985346
7685,Schertz,TX,10741,29.603625,-98.277941
7686,Tomball,TX,9336,30.014778,-95.592732
7687,Alabaster,AL,9238,33.235745,-86.803765
7688,Charlotte,NC,10239,35.139941,-80.733773
7689,Destin,FL,9233,30.387818,-86.448782
7690,San Antonio,TX,10737,29.441805,-98.640708
7691,Dothan,AL,9241,31.265933,-85.442038
7692,Dexter,MO,10138,36.803154,-89.991945
7693,Hartsville,SC,10232,34.358721,-80.061143
7694,Tawas City,MI,9936,44.275959,-83.504522
7695,Shelby Township,MI,9936,42.670423,-83.008989
7696,Waukegan,IL,9943,42.343275,-87.895779
7697,Oxford,AL,9239,33.600592,-85.834428
7698,Alamo,TX,9338,26.192089,-98.133628
7699,Rockwall,TX,9831,32.90035,-96.461708
7700,Forney,TX,9831,32.743531,-96.447741
7701,Sealy,TX,9334,29.756856,-96.151164
7702,Titusville,FL,9538,28.554385,-80.844551
7703,Melbourne,FL,9538,28.122057,-80.672679
7704,Englewood,FL,9535,26.934009,-82.3105
7706,Lake Charles,LA,9437,30.194924,-93.248419
7707,Houston,TX,9333,29.80806,-95.164472
7708,Lake City,FL,9532,30.180114,-82.675944
7709,Athens,TN,9133,35.452444,-84.629374
7710,Belton,TX,10739,31.08257,-97.45897
7711,Hickory Creek,TX,9839,33.129219,-97.045116
7712,Round Rock,TX,10734,30.533309,-97.614098
7714,Opelousas,LA,9434,30.518766,-92.066106
7715,DeRidder,LA,9434,30.866294,-93.285923
7716,Baton Rouge,LA,9439,30.54194,-91.027855
7717,Delray Beach,FL,9534,26.43576,-80.12261
7718,Marianna,FL,9234,30.728585,-85.186079
7719,Pensacola,FL,9231,30.527775,-87.274478
7720,Lake Park,FL,9534,26.794228,-80.086097
7721,Dallas,TX,9842,32.764447,-96.895959
7723,Greenwood,SC,10643,34.206224,-82.19124
7724,Big Spring,TX,10731,32.229215,-101.469195
7725,Warrensburg,MO,10132,38.779526,-93.736365
7727,Callaway,FL,9234,30.162604,-85.591487
7728,Thibodaux,LA,9432,29.80887,-90.81616
7729,La Marque,TX,9331,29.404153,-95.036385
7730,Taylor,TX,10734,30.60011,-97.418124
7731,Center,TX,9832,31.800443,-94.192989
7732,Van Buren,AR,10133,35.46845,-94.355306
7733,Whiteville,NC,10232,34.301186,-78.722513
7734,Monroe,GA,10639,33.79652,-83.743219
7735,Rome,GA,9235,34.220592,-85.132034
7736,Muskogee,OK,10440,35.77043,-95.372349
7737,Ocala,FL,9532,29.211206,-82.06413
7738,Portland,TX,9341,27.89602,-97.305775
7739,Sulphur Springs,TX,9841,33.106109,-95.596598
7741,Gainesville,TX,9835,33.642966,-97.134117
7742,Jennings,LA,9437,30.244986,-92.661092
7743,Tifton,GA,10635,31.445131,-83.542678
7744,Mountain Home,AR,10131,36.357044,-92.340698
7745,Waco,TX,10739,31.49073,-97.21225
7746,Natchez,MS,9431,31.551844,-91.370931
7747,Gun Barrel City,TX,9831,32.331622,-96.134074
7748,Troy,AL,9240,31.778715,-85.938827
7749,Pineville,LA,9431,31.367621,-92.409135
7750,Minden,LA,9438,32.626788,-93.250252
8500,Walker,LA,9439,30.47958,-90.863748
8501,Gonzales,LA,9436,30.231977,-90.907006
8502,Nashville,NC,10241,35.970457,-77.937534
8503,Petal,MS,9435,31.351705,-89.234644
8504,Granite Falls,NC,10642,35.777071,-81.393898
8505,Tarboro,NC,10231,35.88344,-77.547895
8506,Zebulon,NC,10241,35.829228,-78.296446
8507,Williamston,NC,10231,35.834551,-77.066118
8508,Spring Lake,NC,10234,35.175125,-78.969362
8509,Kinston,NC,10241,35.262042,-77.648646
8510,Denham Springs,LA,9439,30.537698,-90.956087
8511,Paris,TN,9139,36.284142,-88.308397
8512,Moultrie,GA,10635,31.17214,-83.760968
8513,Springdale,AR,10131,36.176083,-94.210903
8514,Blytheville,AR,10138,35.92933,-89.869762
8515,Clover,SC,10239,35.119855,-81.082247
8516,LaFollette,TN,9132,36.348885,-84.15816
8517,Dillon,SC,10232,34.436515,-79.37047
8518,Valdosta,GA,10635,30.8257,-83.316392
8519,Macon,GA,10636,32.863371,-83.613526
8520,Salisbury,NC,10242,35.657164,-80.464247
8521,Winchester,TN,9138,35.217521,-86.100847
8522,Elkin,NC,10642,36.275358,-80.84246
8523,Jonesboro,AR,10138,35.825791,-90.669279
8524,Lexington,SC,10637,33.91306,-81.225743
8525,Arlington,TX,9843,32.665454,-97.205584
8526,Booneville,MS,9232,34.679368,-88.561001
8527,Denver,NC,10242,35.449837,-81.004832
8528,Lancaster,SC,10641,34.733717,-80.799056
8530,Olive Branch,MS,10142,34.962906,-89.884264
8531,Smithfield,NC,10241,35.518907,-78.31374
8532,Gautier,MS,9435,30.393741,-88.660314
8533,Paragould,AR,10138,36.059626,-90.519846
8535,Houma,LA,9432,29.626855,-90.761938
8536,Las Cruces,NM,10738,32.293773,-106.786519
8538,Columbia,SC,10641,34.141613,-80.940842
8539,Oneida,TN,9132,36.515031,-84.507874
8540,High Point,NC,10238,35.92616,-79.985762
8541,Greenville,TX,9831,33.119746,-96.109095
8542,Prattville,AL,9240,32.460061,-86.408156
8543,Jackson,MS,9440,32.399152,-90.140274
8544,Vicksburg,MS,9440,32.302939,-90.889159
8545,Osage Beach,MO,10132,38.149715,-92.617984
8546,Brewton,AL,9242,31.1471,-87.066826
8547,Laurel,MS,9440,31.709781,-89.149194
8548,Hazlehurst,MS,9440,31.873646,-90.405547
8549,Garner,NC,10236,35.611265,-78.553916
8550,Mayfield,KY,9143,36.722535,-88.62664
8551,Chattanooga,TN,9133,35.032983,-85.180393
8552,North Charleston,SC,10243,32.964734,-80.044761
8553,Greensboro,NC,10238,35.998913,-79.792933
8554,Los Lunas,NM,10435,34.814381,-106.750011
8555,Bentonville,AR,10131,36.335606,-94.194799
8556,Attalla,AL,9239,33.99741,-86.095849
8557,Pensacola,FL,9231,30.398544,-87.27712
8558,Wilkesboro,NC,10642,36.149441,-81.204762
8559,Fayetteville,AR,10131,36.077941,-94.205073
8560,Sanford,NC,10234,35.444637,-79.129172
8561,Mullins,SC,10232,34.186884,-79.34146
8562,Sevierville,TN,9132,35.872049,-83.568517
8563,Siler City,NC,10242,35.734299,-79.426181
8564,Goldsboro,NC,10241,35.429282,-78.062878
8565,Nacogdoches,TX,9832,31.64603,-94.653953
8566,Augusta,GA,10634,33.50713,-82.091794
8567,Port Wentworth,GA,10633,32.196758,-81.197744
8568,Warner Robins,GA,10636,32.618823,-83.673586
8569,Jacksonville,NC,10231,34.753717,-77.459878
8570,Louisburg,NC,10241,36.084484,-78.318068
8571,Locust,NC,10242,35.254218,-80.454124
8572,Southport,NC,10235,33.943967,-78.029155
8573,Conway,SC,10235,33.859724,-79.089807
8574,Oxford,NC,10236,36.280542,-78.606232
8575,Washington,NC,10231,35.561649,-77.062097
8576,Ocala,FL,9532,29.115615,-82.025109
8577,Athens,GA,10634,33.931724,-83.310554
8578,Grovetown,GA,10634,33.478813,-82.196932
8579,Ocean Springs,MS,9435,30.409171,-88.75772
8580,Paducah,KY,9143,37.05079,-88.56656
8581,DeLand,FL,9532,29.059442,-81.30383
8582,Zachary,LA,9434,30.647775,-91.146332
8584,Danville,VA,10233,36.594955,-79.427375
8585,Conway,SC,10235,33.778366,-78.987116
8586,Loveland,CO,10433,40.454539,-105.078251
8587,Aurora,CO,10442,39.764203,-104.771609
8588,Albuquerque,NM,10435,35.037588,-106.71257
8589,Rock Hill,SC,10641,34.982608,-81.090187
8591,Raeford,NC,10234,35.008044,-79.172612
8593,Monroeville,AL,9242,31.482723,-87.329669
8594,Avon Park,FL,9539,27.606076,-81.514824
8595,Fort Myers,FL,9535,26.682588,-81.897736
8597,Orlando,FL,9536,28.47313,-81.290568
8598,Port Charlotte,FL,9535,27.011465,-82.140072
8599,Topeka,KS,10137,39.038546,-95.762426
8601,Albany,GA,9241,31.577694,-84.089487
8602,Americus,GA,9241,32.063778,-84.201342
8603,Pooler,GA,10633,32.092703,-81.274051
8605,Winchester,KY,9141,37.990055,-84.209801
8606,Tupelo,MS,9232,34.255517,-88.740556
8607,Carlsbad,NM,10736,32.395649,-104.222019
8608,Roswell,NM,10435,33.443306,-104.523785
8609,Santa Fe,NM,10431,35.620274,-106.027937
8611,Lexington,SC,10637,33.977517,-81.191341
8613,Las Cruces,NM,10738,32.361431,-106.748471
8614,Cedar Park,TX,10734,30.526416,-97.810332
8616,Knoxville,TN,9132,36.085968,-83.937627
8618,Nashville,TN,9131,36.243493,-86.757328
8619,Spring,TX,9336,30.06474,-95.439767
8621,Parker,CO,10432,39.480508,-104.757461
8622,Gadsden,AL,9239,34.009783,-85.989935
8623,Valdosta,GA,10635,30.882726,-83.285565
8625,Victoria,TX,9341,28.873192,-96.997204
8626,Fultondale,AL,9238,33.609414,-86.804206
8627,Pascagoula,MS,9435,30.379479,-88.525993
8628,Houston,TX,9336,29.811407,-95.428813
8629,Camden,SC,10232,34.248743,-80.64107
8630,Oxford,FL,9531,28.927129,-82.032474
8631,Wichita Falls,TX,9840,33.879328,-98.539326
8632,Surfside Beach,SC,10235,33.638886,-78.989455
8633,Orlando,FL,9536,28.551499,-81.502953
8644,Fuquay Varina,NC,10236,35.594253,-78.779204
8645,Pace,FL,9231,30.603705,-87.115656
8646,New Smyrna Beach,FL,9538,29.013886,-80.964655
8647,Missouri City,TX,9335,29.561613,-95.561555
8648,Bernalillo,NM,10431,35.316371,-106.575531
8649,Round Rock,TX,10734,30.518461,-97.651135
8651,Kingsport,TN,9137,36.511273,-82.518238
8652,Chiefland,FL,9532,29.499144,-82.870368
8653,Mt. Juliet,TN,9131,36.177694,-86.513207
8658,Mary Esther,FL,9231,30.413109,-86.654243
8659,Jacksonville,FL,9533,30.286705,-81.503577
